username,comment,likes,time
@wiinnnn___,𝘖 𝘮 𝘢 𝘨 𝘢 𝘢 𝘢 ! ! ! 😱,1,2 jam yang lalu
@wiinnnn___,𝘗𝘰𝘱𝘤𝘰𝘳𝘯 𝘨𝘶𝘺𝘴 ! ! ! 🔥୧⍤⃝🍿🔥,1,2 jam yang lalu
@WulanDari973-d4r,RIP KEADILAN SOSIAL BAGI SELURUH RAKYAT INDONESIA,0,3 jam yang lalu
@mieayam.enakloh,lawk cik,0,41 menit yang lalu
@UareFar1,"singkat, padat, GENDENG 🥀💔",1,2 jam yang lalu
@agnesanita8694,Pemenang di sesi ini tentunya malu untuk lanjut ke pusat/nasional karena sudah jelas mereka bukan pemenang sesungguhnya.,2,6 jam yang lalu
@gresyatampubolon8680,"Kalau masalah artikulasi atau kurang jelas, seharusnya peserta yang menjawab mendapat kesempatan kembali untuk mengulang kembali, seperti grup B yang mengulang kembali jawaban yang diucapkan.... Seharusnya kesempatan diberikan dengan adill",1,5 jam yang lalu
@Irumachi-Kun,😊,0,5 jam yang lalu
@irul9265,"mereka yg tuli peserta yang di harap maklum, astagfirullah 😢

sulit untuk tdak berprasangka buruk",1,1 jam yang lalu (diedit)
@peserta_14_ibrahim73,Ketika Juri Memiliki Telinga Congek,0,40 menit yang lalu
@irul9265,1:14:07 apakah dia faham arti Sportivitas,1,1 jam yang lalu (diedit)
@KJOY1-LYE,LOMBA CERDAS CERMAT TAPI JURI TIDAK CERDAS,1,5 jam yang lalu
@mounchu,CERMINAN WATAK: YANG TIDAK MENDENGAR DENGAN BAIK.,0,36 menit yang lalu
@marvelsudahberak,1:10:00 ini momen kecurangannya,1,6 jam yang lalu
@golfcoursemaintenanceindonesia,"Jika adil 
Kelompok A tetap nilai 45
Kelompok B  nilai 90-10-5(poin kurangi) =75
Kelompok C nilai 70+5+10(poin yang di dapat) 85

Tim C SMA N 1 Pontianak JUARA",0,1 jam yang lalu
@pinokio101,Di sesi 1. Sebenarnya group c ada yg mau menjawab lagi masih ada waktunya tapi di potong sama pembawa acaranya bilang group c sudah menjawab semua.,0,1 jam yang lalu
@ekocahyono2882,"Dalam menjawab, artikulasi memang penting. Tapi dalam menjadi juri, kesehatan telinga lebih penting.",0,12 menit yang lalu
@Armin.Mikasa,Perkenalan Smansa Ponti jga kereen.,0,3 menit yang lalu
@wiinnnn___,𝘙𝘶𝘯 𝘉𝘦𝘴𝘵𝘪𝘦 𝘙𝘶𝘯 ! ! ! . . . 🌈 . . .🤸🏻‍♀️. . . 🚩. . .,2,2 jam yang lalu
@OvvoA12-e2q2i,1:10:00 yg dicari-cari😂,2,3 jam yang lalu
@asbhykhairul1514,Bukan artikulasi yg di jelasin. Tapi telinga lu yg di jelasin,1,5 jam yang lalu
@DSTA-b3e,"Ijin, untuk juri bisa di seleksi secara terbuka...  Biar kejadian serupa tidak terulang kembali",0,16 menit yang lalu
@AwanDani-l9z,Menit berapa tuh?,0,2 jam yang lalu
@HeriDamar-q6l,Menit berapa ya,0,3 jam yang lalu
@bighouse0504,Juri sangat merepresentasikan MPR. Inilah wajah MPR kita.,1,5 jam yang lalu
@HaryoPrabowo20,"mantabbbbb
tau lah yaaaa🤣🤣🤣🤣",0,3 jam yang lalu
@noviclippers,"itu jurinya ngecek gak live stream nya, kan di meja ada perangkat tablet & ponsel, udh ketahuan gak kompeten itu juri dan panitia nya, bikin acara kok suka banget bikin gaduh",2,3 jam yang lalu
@mellaizendit,kurang dana buat foya foya ya pak 😹😹😹😹😹,1,4 jam yang lalu
@baljitotcrypto6448,Artikulasi itu makanan apa ya ???????,0,1 jam yang lalu
@jinwin_00,Oh ini juri dan MC yang sangat kompeten itu,0,5 jam yang lalu
@poedjionoaja4834,"SARAN SAYA UNTUK SMAN 1 PONTIANAK....................MEDALI DAN HADIAH SEBAIKNYA DIKEMBALIKAN SAJA TIDAK USAH DITERIMA.

HARGA DIRI DAN NAMA BAIK SEKOLAH LEBIH PENTING. 

ANDA KALAH KARENA DICURANGI. 
SEMOGA ANDA SEMUA MENDAPATKAN KEADILAN DAN BERSINAR DIBIDANG LAINYA. 💪💪💪",0,2 jam yang lalu
@jjgaming5073,"Lawakkkkkkkkkkk, ga sadar ente lagi live apa gimana",0,27 menit yang lalu
@masshu_syak,Kesini karena videonya lagi viral,1,3 jam yang lalu
@inzanagy,atoms of the universe alligned to create this moment that legit a LITERAL condition of Indonesia overall.,0,3 jam yang lalu
@YoviYovi-vj1qz,Juri nyawit,1,58 menit yang lalu
@wiinnnn___,𝘈𝘣𝘴𝘰𝘭𝘶𝘵𝘦 𝘊𝘪𝘯𝘦𝘮𝘢 ! ! ! 🔥✋🏻🙂🤚🏻🔥,1,2 jam yang lalu
@aliefbagus4873,"Juri anti kritik pantes aja nih negara gk maju² , orang mau kritik aja langsung dibungkam. W adik yg berani bersuara kalau ada ketidak adilan",1,1 jam yang lalu
@LaodeRaja-v4c,"Mc1"" Fokus kembali, berikut pertanyaan nya""
Mc2"" Pimpinan BPK dipilih dari dan oleh anggota. Namun untuk menjadi anggota BPK , keterkaitan dengan perwakilan daerah tetap dijaga . DPR dalam memilih anggota BPK diwajibkan untuk memperhatikan pertimbangan dari lembaga mana? ""
Pontianak langsung mencet bel
Pontianak""anggota, anggota badan pemeriksa keuangan dipilih oleh Dewan perwakilan rakyat dengan memperhatikan pertimbangan  dewan perwakilan daerah dan diresmikan oleh presiden""
Mc2 ""bagaimana dewan juri? ""
Saat dijawab Pontianak ""Dengan cepet nilai minus 5""
Mc1dan2"" Minus 5""
Mc2""Untuk grup C,baik artinya ini kesempatan untuk grup A dan juga Grup B, fokus kita akan bacakan ulang pertanyaan nya""
udah itu doang
Lalu saat sekolah lain yg jawab dengan ""anggota badan pemeriksa keuangan dipilih oleh dewan perwakilan rakyat dengan memperhatikan pertimbangan dewan perwakilan daerah dan diresmikan oleh Presiden ""
Lalu dijawab juri ""iya inti jawabannya sudah benar, nilai 10""
Mc ""10 poin untuk grup B""
Mc2"" Kita menuju soal selanjutnya""
Pontianak ""izin""
Mc2"" Oh baik, silahkan"" Dan mukanya berubah dari senyum jadi agak datar
Pontianak ""tadi kami menjawabnya sama seperti regu B. Sama. ""
Mc2"" Silahkan dewan juri untuk tanggapannya ""
Juri""tadi disebutkan ee regu C ya, itu pertimbangan dari dpd-nya tidak ada, DPR""
Disela Pontianak/C ""ada ada, ada dll sambil agak gemeter""
Pontianak ""tadi saya mengatakan seperti ini, anggota badan pemeriksa keuangan dipilih oleh dewan perwakilan rakyat dengan memperhatikan pertimbangan dewan perwakilan daerah dan diresmikan oleh Presiden"" 
Juri""jadi dewan juri(dirinya) tadi... Berpendapat enggak ada itu(DPD) dewan perwakilan daerah""
Pontianak ""eee pak! "" Mc2 ""baik adik adik mohon diterima""
Pontianak ""mungkin saya bisa melihat pandangan dari yg lainnya juga mungkin dari penonton apakah ada yang mendengar saya mengatakan dpd? ""
Juri"" Eee keputusan saya... Kira... Di dewan juri ya ""
Mc2"" Baik adik adik, mohon diterima keputusan dewan juri karena tentunya dewan juri yang hadir hari ini sudah sangat berkompeten dan sangat teliti untuk mendengarkan jawaban dari adik adik. Mungkin itu hnya perasaan adik adik saja. Nanti mungkin bisa dilihat tayangan ulangnya setelah acara selesai (kapn dilihat? Kapan?) ""
Mc2"" Baik bagaimana dewan juri? Kita bisa lanjutkan? ""
Juri2"" Begini ya...sudah diperingatkan dari awal ya, artikulasi itu penting ! Ya. Jadi! Biasakan! (Emang penekanan bicaranya gak jelas dan harus pakai tanda seru) menjawab itu dengan! Artikulasi! Yang jelas! Ya! Dewan juri. kalau menurut kalian(B) sudah , tapi dewan juri menilai kalian 'tidak' karena tidak mendengar artikulasi (hah? Ini cerdas cermat tau Indonesian idol) kalian dengan jelas , yaitu artikulasi (memakai kata teknis agar kelihatan pinter padahal tolol) artinya dewan juri berhak memberikan nilai minus 5. Jadi sekali lagi kami peringatkan 'artikulasi' diperhatikan (padahal di live SANGAT JELAS) ya! ""
Mc2"" Baik terimakasih dewan juri. Mohon dapat diterima keputusan dari dewan juri adik adik boleh kita berikan tepuk tangan . Dan berikan semangat untuk grup A B dan juga C (penekanan aneh disini) ""
Mc2"" Semangat adik adik, ee kakak kakak host selalu mengingatkan untuk ketika menjawab artikulasi yang jelas(hah? Elu aja bicara gak jelas mana koma titik) , tidak terburu buru, dan menghadap/silahkan kepada dewan juri""
Guru pendamping"" Ibu mohon maaf""
Juri2""yg berhak menampilkan atau memprotes itu peserta , guru pendamping tidak berhak, keputusan juri itu bersifat final dan mengikat dan tidak dapat diganggu gugat ya ibu (kebanyakan 'dan' elu pakenya tolol) . Mohon maaf ""
Mc2"" Baikkk, kita junjung sportivitas untuk lomba ini, mohon diterima keputusan dewan juri , bapak ibu dan juga adik adik kebanggaan bangsa. Maka bisa dilanjutkan untuk soal berikutnya . ""
Mc1"" Mohon simak dengan baik. """,0,1 jam yang lalu
@ARABIEZZ,juri sedang nge fly😂😂,0,4 jam yang lalu (diedit)
@verustresaja8755,"Sportifitas, nice MC
Api makin menyala",2,3 jam yang lalu
@garagachannel-f5n,Adili jurinya!!!!!!,1,4 jam yang lalu
@dedisetiawan6193,Jangan hancurkan mental generasi muda kita yang cerdas,0,4 jam yang lalu
@FahirasalwaAfifa,Ko setelah ak simak2 video nya groub B wkt pembacaan soal pdhl soalny blm selesai tp ko bs lngsung tau jawabannya ad 2 soal yg ak denger tp ps jawabn yg ke2 agk jnggal krn host blm slesai mmbcakan soal tp ko sdh tau jawabannya.,0,5 jam yang lalu
@sitizubaidah9150,"Semangat group C, kalian juara",0,5 jam yang lalu
@danaravie,Juri Nya Haus Uang😂😂,0,5 jam yang lalu
@natu_kece,Sudah di seting biar menang!!!,0,5 jam yang lalu
@hananmafaza8332,Harusnya juri dan mc suruh jadi peserta..biar kita tau wawasannya orang2 ini,0,3 jam yang lalu
@konten_jadul,"""KEMBALIKAN  KEPADA  PEMENANG YANG SEHARUSNYA""
1  PERTANYAAN INI  , BISA  MERUBAH  SIAPA  YANG  MENANG.    
KEMBALIKAN (- 5 NYA ) , LALU BERIKAN 10 POIN NYA.   
MAKA            
10 + 5 = 15  ,  
(70+15) 85 POINT  vs  80 POINT (90-10=80)
 
KEMBALIKAN  KEPADA  PEMENANG YANG SEHARUSNYA",0,5 jam yang lalu (diedit)
@Nur.Ayanti,"andaikan tadi grup c dapet 10 
dan grup b berarti ga dapet poin
 
harusnya grup B dapet poin 80
dan grup C dapet 85

aslinya grup C tu yg menang.",1,1 jam yang lalu
@zufry001,"Tolong lah setiap pertandingan nasional harus di beri VAR, supaya jawaban tetaplah jawaban bukan asumsi dari juri.",0,1 jam yang lalu (diedit)
@baljitotcrypto6448,1:10:23 rekaman jejak jawaban benar,0,1 jam yang lalu
@wiinnnn___,𝘖𝘩 𝘔𝘺 𝘌𝘺𝘦𝘴 ! ! ! ✨👀✨,1,2 jam yang lalu
@diansyaDian-q1g,"""sudah sangat berkompeten""🤑",0,6 jam yang lalu
@ediwardoyo,Menit ke 1:10:02,0,47 menit yang lalu
@nenischannel_03,"""mungkin itu hanya perasaan adik-adik saja"" 😌",0,5 jam yang lalu
@hajarganteng,sabar ya adik-adik juara sudah dipesan:face-blue-smiling::face-blue-smiling:,0,5 jam yang lalu
@lfez5269New,"Btw itu yg di denger dewan juri waktu TIM C bilang kalimat Dewan Perwakilan Daerah apaan?

Kalo dianggap gaada berarti ketiganya gaada yg fokus dan ga niat njir, nyawit ni orang. Emang ni grup timpa teks yg sebagian teks bisa ilang 😹

Kalo misal dirasa ada kata DPD tapi juri merasa kurang jelas, atau artikulasinya kurang harusnya juri bisa minta ulangi kek menit 1:02:03 atau lagi males atau ada titipan di TIM B",1,6 jam yang lalu (diedit)
@YunitaSaptyaningrum-ck6uw,BUDEGGGGGGGGGGGGGGG,0,1 jam yang lalu
@AnakLanang-y1y,Kalimat dan narasi nya juri berkuasa .dan keputusan mutlak ..ini terkesan ada praktek yg menjurus sambut kiri terima kanan ..,0,5 jam yang lalu
@Qray1234,"Juri menghafal ❌
Juri membaca ✅",0,3 jam yang lalu (diedit)
@badanpengamatjumpscare5038,GASKAN SANKSI SOSIAL BUAT SEMUA JURI + MCnya,0,4 menit yang lalu
@noor.alamsyah,SANGAT BERKOMPETEN SEKALI JURINYA YAH...,0,3 jam yang lalu
@teguhaditya8821,"Murid : Cerdas dan Cermat
Juri dan Mc : tidak Cerdas dan tidak Cermat",0,3 jam yang lalu
@mahesa_2112,Mana nih gw butuh keadilan!!!!!,0,4 jam yang lalu
@kevintanumihardja3881,Wahh gimana mau denger suara rakyat  ya 😀,0,5 jam yang lalu
@Tedzyyy-zu2kz,Revisi Pemenang nya! akui kesalahan mu juri tuliiii,1,4 jam yang lalu (diedit)
@GaluhAnnisa3100,juri stresss,1,4 jam yang lalu
@JuliTriana-o2h,Makan dulu MBG itu biar jelas kalian dengar 😂😂,0,10 menit yang lalu
@asa-j6u8u,Artikulasi (Arti Kekuatan Uang Dan Relasi),0,4 jam yang lalu
@Robianggara-b6j,kalo ini indonesia gak heran,0,58 menit yang lalu
@robertyunus3761,"1:10 video yang di cari2 warganet

Dewan juri tentu nya sudah sangat kompeten dan sangat teliti kata mc nya",0,5 jam yang lalu (diedit)
@samudra3082,"Benar benar dewan juri yang ber kompeten,, cuma 1 masalahnya, telinganya rusak",0,33 menit yang lalu
@joebainet8504,"Dengan Adanya Rekaman ini, group C menjawab dgn Benar dan sama Dgn group B terkait pengangkatan BPK...  Kedepan Ada baiknya Dewan Juri bisa melihat Rekaman Ulang terhadap jwban siswa jika ada keraguan atau kesalahan dalam menentukan Nilai.. Contoh dalam permainan volly atau bulu tangkas.. Untuk menentukan bola masuk atau keluar bisa melihat rekaman ulang... Jgn karena kelemahan penglihatan atau pendengaran manusia, sbg Dewan juri / wasit dapat merugikan peserta. .",0,1 jam yang lalu
@Anugerahchannell,"Ketika mereka melihat tayangan ulang, maka seharusnya mereka malu",0,4 jam yang lalu
@bukansenjabiasa5763,"JURI OH JURI😂
VIRAL KALIAN KAN, KOCAK",0,3 jam yang lalu
@sanityaaditama4895,"A. 45
B. 90 > 80
C. 70 > 75 > 85",0,2 jam yang lalu
@kyuriichan,"1:10:25 bener lho, darimana salahnya??",1,3 jam yang lalu
@sons7048,"gini ajaa
untuk penonton mohon di rekam untuk kedepannya saat debat
biar malu itu",0,33 menit yang lalu
@nangkorasiagtr6100,"patut dipertanyakan mentalitas integritas dari juri apakah ini menggambarkan profil perilaku dari kebanyakan pegawai MPR atau ASN secara umum yaitu tidak mau mengakui kesalahan, dan melindungi rekannya yang jelas melakukan kesalahan....",1,6 jam yang lalu
@memedum-r2t,Acara cerdas cermat tapi jurinya tidak cerdas cermat,2,4 jam yang lalu
@jobly428,"Terima aja pak,, bapak malu yah udah kalah saing sama anak² mudah yang otaknya udh pinter,, genZ",0,46 menit yang lalu
@robyizzulhaq4511,ARTIKULASI = Arti Kekuatan Uang & ReLASI,1,2 jam yang lalu
@ninosetiawan2162,Viral kmn mn ini😂😂,0,45 menit yang lalu
@KataKataAgung,Semoga  BRIN segera menerbitkan jurnal tentang dampak buruk kenakalan Juri dan MC LCC 4 Pilar Kebangsaan terhadap moral generasi Penerus dan peradaban Bangsa,0,4 jam yang lalu
@Non-c6k,"NEXT: HADIRKAN VAR SEPERTI SEPAKBOLA BIAR ADIL DAN BIJAKSANA...KARNA JURI MEMBERI NILAI YG KURANG 100% SAJA TIDAK DENGAN PENJELASAN...SUBGGUH2 PEMBODOHAN INI

@DPRRI
@MPRRI
@PRABOWO",1,5 jam yang lalu
@chocho6766,duit lebih utama daripada masa depan peserta,0,2 jam yang lalu
@FarhanArdoniRamadhan,Wah parah sih ini,1,3 jam yang lalu
@donisekarang,Dewan juri guobloo,1,3 jam yang lalu
@TelurGosong-ui8sb,"Untuk semua peserta lomba kalian hebat2. 
Untuk juri, shame on you.",0,3 jam yang lalu
@AkunML-mk4xp,terusin guys sampe ni juri tau apa yang namanya keadilan,0,3 jam yang lalu
@pahb1839,Menit 1:10:04-1:1:13:20. 3 menit paling traumatis.,1,5 jam yang lalu
@DigitalWaveID,"Ini komennya 1:10:26
Ih gitu😢 1:12:34",1,5 jam yang lalu (diedit)
@VoiceMaster490,Manteb! Makasih dapet banyak doksli meme.,1,1 jam yang lalu
@judikasirait,Saya mampir kesini hanya karena peristiwa menit. 1.10.00 sd 1.14.15,0,5 jam yang lalu (diedit)
@danibnn2489,1:10:37 agak laen dewan jurinya,1,58 menit yang lalu
@sidikpermana5243,Lawakkkkk,0,6 jam yang lalu
@Ava1342,"Ya Allah berikanlah angkatlah derajat anak anak yang sudah di dholimi di final lomba cerdas cermat 4 pilar  ini, aamiin",0,3 jam yang lalu
@Mico-f8u,Lawak penjabat di indo,1,6 jam yang lalu
@tahubulat2701,rakyat di bungkam sampe ke peserta cerdas cermat juga di bungkam😂😂,0,4 jam yang lalu
@ratnapuspasari4336,Dewan juri pada malu gak nihhh setelah melihat ulangannya,0,4 jam yang lalu
@dds_0318,1:10:00,0,6 jam yang lalu
@sarzzz9,kalo punya telinga di pake😂,1,4 jam yang lalu
@entozshow___,"mengembangkan nalar kritis tapi jurinya anti kritik,",0,2 jam yang lalu
@freiderich,"satu kata ""KOPOK""",0,6 jam yang lalu
@mawarraja,Tolong tindak tegas para juri yg tidak adil utamanya juri wanitanya. Anak bangsa berprestasi dan berani malah dinodai dengan tidak adil. Minta maaf & lomba diulang.,0,1 jam yang lalu
@bagushapsariwanto1990,Ada yang tau sosmed MC nya,0,3 jam yang lalu
@rezapratama8609,Terproyeksi kualitas negara dari bagaimana anak bangsa di perlakukan,0,4 jam yang lalu
@radiograferaxis9612,"paling minta maaf dan anaknya di kasih ini itu, dan skolahnya di kasih ini itu",1,3 jam yang lalu
@freyacarmen1,Seperti biasa pasti di bayar😹🆙🆙🆙,1,1 jam yang lalu
@AdeliotristanAljaras,Menit berapa Weh?,0,5 jam yang lalu
@fujiilham2048,Goookkkss gimana mental adik adik ini sekarang. Semoga bae bae lah ya,1,6 jam yang lalu
@darilfawaid3166,Tuliiii,0,14 menit yang lalu
@wiranata5903,Gmana reaksi pas nonton ulang ya wkwk,0,5 jam yang lalu
@denbrewok3621,"Dewan yuri, MC, terus siapa tu si artikulasi ... kompak bener.  
Kalau memang yuri kurang mendengar, kan bisa minta peserta untuk mengulang jawaban. Atau putar ulang rekamannya.
Apalagi hasilnya sangat signifikan, mestinya grup C pemenangnya.",0,45 menit yang lalu (diedit)
@sekilasmata904,ARTIKULASI SANGAT JELAS. JURI YANG BUDEG,0,1 jam yang lalu
@NoritasamsinarSinaga-w3w,"Bukn soal juarany siapa, tpi jurinya tidak bisa mendengar dan tidk bisa mngakui kesalahan untuk minta maaf",0,1 jam yang lalu
@KamtoOtomax-w6o,Mendukung adek cerdas pemberani alexandra,0,5 jam yang lalu
@alirosheno9473,"Gambaran pejabat indo banget sih ini, anti kritik gamau disalahin 🤣",0,5 jam yang lalu
@NyamNyam-v5u,oh ini,0,2 jam yang lalu
@budiwarso376,"Nonton ulang lomba ini, dewan juri merasa malu gak ya?",0,58 menit yang lalu
@evarahmat8224,Berarti MC nya juga tidak memperhatikan jawaban peserta,0,56 menit yang lalu
@ujangfakhrurozi5961,Ngisin ngisini cookk,0,4 jam yang lalu
@WiyonoWiyono-e5q,Juri kopokk ennn telingaanyaa,0,26 menit yang lalu
@janjimanis9000,"ayo ramaikan, mesti viral dulu biar mendapatkan keadilan",0,3 jam yang lalu
@louisosl6894,"Tolong MPR pilih juri yang kupingnya tidak ada gangguan pendengaran jadi perlu fit and proper test, seharusnya bisa direview jawaban dengan mendengar rekaman",0,3 jam yang lalu
@mhdfebriyans,gila banget dah,0,5 jam yang lalu
@DikmediaGroup,Untungnya ada live nya😄 bukti tidak bisa dibungkam,1,3 jam yang lalu
@RijalRijal-b5h5n,Lomba nya cerdas cermat juri nya gak cermat😂,0,28 menit yang lalu
@MalvinGrizele,1:10:17,0,5 jam yang lalu
@mancingmancing2002,Sukses selalu buat SMA Negeri 1 Pontianak,0,2 jam yang lalu
@diandedipriyadi,"sekarang kita bisa paham, kenapa rakyat kecil tidak pernah didengar suaranya, karena kesombongan mereka yang ada di sana, merasa paling benar. 😡",0,3 jam yang lalu
@YoviYovi-vj1qz,Kebanyakan komentar,1,57 menit yang lalu
@ShalimOfficial31,"Info nama IG jurinya dong, pengen silaturahmi gua sama dia.",1,3 jam yang lalu
@blablabla050484,"Maha Benar Juri dengan segala ke-anu-an nya ..

😂😂😂",0,3 jam yang lalu
@marwoto12345,"lagu didi kempot emang bnr ""Wong salah ora gelem ngaku salah""",0,1 jam yang lalu
@rioafrian360,Kawal terus Mana tau ada dugaan SUAP,0,6 jam yang lalu
@ando2412,"AKU SIH UDAH GAK HERAN..
INI KAN MASIH DI INDONESIA, YANG HAL2 SEPERTI INI SANGAT UMUM DAN SANGAT LUMRAH...
AROGAN DAN ANTI KRITIK ADALAH IDENTITAS SEMUA LEMBAGA DINEGARA INI.
GAK USAH BERHARAP BANYAK DARI SEMUA INSTITUSI DAN LEMBAGA DINEGARA INI",0,4 jam yang lalu
@YoviYovi-vj1qz,Ini tingkat nasional loh ya malah nyawit,0,57 menit yang lalu
@ridwann3093,Ohh ini,0,5 jam yang lalu
@trimosuciono7916,Ini Maknà ARTIKULASI Yang benar.....Arti Kekuatan Uang dan Relasi,1,6 jam yang lalu
@kayy-d8g,wop gorengan baru,0,4 jam yang lalu
@ashura9454,Mana yang katanya mau diulang rekamannya? Utk memastikan jawaban tim C,0,4 jam yang lalu
@fadhilalvarizi1097,"Total Poin akhir
SMAN 1 SANGGAU = 45
SMAN 1 SAMBAS = 90
SMAN 1 PONTIANAK = 70

harusnya kebalik tuh 90, sama 70 nya",0,51 menit yang lalu
@fathiryusuf1955,tht murah pak wkwk,0,1 jam yang lalu
@Aka-qg1fs,Juri dan host perempuan seperti komplotan !,0,5 jam yang lalu
@DinoDina16april202,1:10:24,0,1 jam yang lalu
@Iniyoutubeelsa,bahkan yel2 nya aja mereka juga sangat bagus! sma n 1 pontianak,0,2 jam yang lalu
@ssy81008,"gimana mau cerdas kalo di bungkam dengan alasan “PERASAAN ADIK ADIK AJA” 😂😂

LIHAT TAYANGAN ULANGAN NYA LAH!",1,2 jam yang lalu
@sopyan2738,hhahahhahha,0,45 menit yang lalu
@hanumsamira2204,"Gue udh nonton ulang, kalau juri fair, group C juara 1, selisih 5 point dari group B 🥲",0,2 jam yang lalu
@zidan4268,Wajar terjadi di negara ini kagak kaget,0,4 jam yang lalu
@Tempe-n5i,Malu maluin Indonesia,0,42 menit yang lalu
@RimaSabrina-g9t,MC nya siapa ini ya???,0,5 jam yang lalu
@Kiel158,"""KEADILAN BAGI SELURUH RAKYAT INDONESIA "" Sepertinya tidak ada dalam video ini",0,4 jam yang lalu (diedit)
@mulyono.ijazahpalsu,"Anti kritik, berat sebelah, si paling kompeten...lengkap sudah ket0l0lan jurinya",0,1 jam yang lalu
@antaline,KOK ORANG TULI JADI JURI SIHH 😌,1,2 jam yang lalu
@joeanez,Conge jurinya,0,3 jam yang lalu
@RioAndala-p2e,Juri apa ini mennn,0,1 jam yang lalu
@rkartikaST,Ehm misal kalo SMAN 1 Pontianak walk out gmana yaa...Karen dicurangiii😢😢😢.....ditunggu loh klarifikasinya harusnya C menang dengan skor 85...B :80,0,5 menit yang lalu
@Lyzer.hi.BG.,Di suapkah jurinya atau jurinya blo'on,1,5 jam yang lalu
@Hihahiha11,1:10:00 awal mula para juri memperlihatkan ked000n6000an nya,0,4 jam yang lalu
@dwinviolet,"katanya mau di replay ulang setelah acara kok ga di puter ulang bahkan kukuh sama kesalahannya ,kasian bgt",0,6 jam yang lalu
@JuliTriana-o2h,"Harus nya dewan juri nya pake bantuan pendengaran biar jelas apa yang di bilang peserta jangan cuma cerita artikulasi
Pake sekop bikin untuk korek kuping nya kalau gak mampu beli  beli earing aid 😂😂",0,13 menit yang lalu
@JagerBite,"Semoga mental adeknya baik-baik aja ya itu udah masuk kategori pengintimidasian loh apalagi sama anak dibawah umur, tu ibu-ibu sipaling artikulasi emng ajg rusak mental anak orang 😭",0,56 menit yang lalu
@chocho6766,"gw kalau disitu akan gw katain juri BUDEG  , sekalian viral",0,2 jam yang lalu
@Deneb12,Demokrasi semu. Negeri otoriter,0,3 jam yang lalu
@jaehahaheh123,Kejadiannya begitu cepat 1:09:58,1,42 menit yang lalu
@ArcanaMade999,"Priiiiit..........
Izin minta VAR minta VAR",0,2 jam yang lalu
@MimiNuri-b9c,"PADAHAL GURU PENDAMPING JUGA SUDAH PROTES DAN INGIN MENUNJUKKAN HASIL REKAMAN VIDEO DARI HANDPHONE BELIAU TAPI TIDAK DIBOLEHKAN 
PARAAAAAAAAAHHHH",0,1 jam yang lalu
@AntoNopan,Kompetensi jurinya tidak mencerminkan  kekritisan itu sendiri,0,5 jam yang lalu
@Alina-k1d1u,"Siapa yang kesini gara""viral di tiktok☝",0,1 jam yang lalu
@CyrenetheGoddes,Udah di suap berapa banyak sihh sampe ngejatuhin orang pintar kek gini,0,6 jam yang lalu
@clovesticop.deville9162,Juri nya nyawit,0,4 jam yang lalu
@berliancahyadi279,"Ketika dewan juri telah melakukan 'abuse power' dan menganggap otoritasnya di perlombaan adalah tak terbatas lagi mutlak (absolut), maka sebuah perlombaan tadi tidak layak diselenggarakan hingga selesai.

Kalian itu dewan juri bukan dewa juri yang seolah tak pernah keliru dan antikritik!",0,1 jam yang lalu
@elleyn-n,"Yee, kocak. Gmana mau jd Indonesia emas 😒🫵",0,4 jam yang lalu
@goriorio712,"Juri kocak,MC nya koplak😂😂",0,4 jam yang lalu
@mhdryan62,"ARTIKULASI arti kekuatan uang dan relasi 

-from fb komen",0,5 jam yang lalu
@teguhaditya8821,Sekelas provinsi jurinya begini ? Damn bro masih mending juri cerdas cermat di rt gua ini mah,0,3 jam yang lalu
@arisawa48,"""Juri berkompeten""
Anak-anak aja susah dapet keadilaan di negeri ini. ^_^",0,4 jam yang lalu
@Ark71212,1:10:00 nih yg mau lihat ke tidak adilan lain di Indonesia,0,2 jam yang lalu (diedit)
@ElirantauPutraMeha,"Bahkan ketidak adilanpun datang dari  juri yang katanya sudah sangat teliti dan kompeten 😢
Akibat kesalahan juri maka akibatnya SMAN 1 Pontianak kalah 😢
Seharusnya poin SMAN 1 Pontianak 
70 + 5 + 10 = 85
Poin SMA 1 Sambas 
90  - 10 = 80
Bagi netizen seluruh Indonesia  pemenang tetap SMA N 1 Pontianak  👍👍🔥🔥🔥🇮🇩",0,2 jam yang lalu (diedit)
@gadhingdecokerz1028,"Ooohhh ini, cuma mau liat jurinya 😂😂😂😂",0,37 menit yang lalu
@sonnyarya2052,Kalau udah tau hasilnya siapa pemenangnya dari awal ngapain ditanding?,0,3 jam yang lalu
@rudippanjaitan3466,"Grup A nilai 45
Grup B nilai 90 (seharusnya 80)
Grup C nilai 70 (-5 dan seharusnya +10 jadi total seharusnya 85)

Juara 1 sebenarnya Grup C SMA Negeri 1 Pontianak",0,5 jam yang lalu
@munazar5108,"Ada alumni pula di MPR,😂😂😂 mereka lah yang berhak ke babak selanjutnya kalau di lihat hasil akhirnya setelah di potong dan di tambah 75 vs 80",0,6 jam yang lalu
@Nanzzz...320,Wah wasit nya bayaran kah 😂😂,0,3 jam yang lalu
@asepyeager9024,JURI BUDEGK,0,50 menit yang lalu
@muhammadrizqy8761,"Coba isi di titik di bawah ini:

Jurinya  ....  😢😢😂",1,3 jam yang lalu (diedit)
@Aikawa_2,Juri nya disogok ini pasti,0,58 menit yang lalu
@AMS-f9y,1:10:26 nih jawabannya buat yang penasaran sama jawaban Grup C,0,5 jam yang lalu
