username,comment,likes,time,likes_clean,days_ago,text_length,comment_clean,comment_normalized,comment_final,sentiment
@JasmineSufiTriandra,dari awal aja udh keliatan curang nya,0,5 jam yang lalu,0,0,37,dari awal aja udh keliatan curang nya,dari awal saja sudah kelihatan curang ya,awal kelihatan curang,0
@archivewonder,"bukti negara gagal melindungi hak warga nya, tidak mendengarkan, dan menyadari bahwa ini dilihat seluruh rakyat Indonesia. bener² secara sadar melakukan penghinaan intelektualitas.",0,5 jam yang lalu,0,0,180,bukti negara gagal melindungi hak warga nya tidak mendengarkan dan menyadari bahwa ini dilihat seluruh rakyat indonesia bener secara sadar melakukan penghinaan intelektualitas,bukti negara gagal melindungi hak warga ya tidak mendengarkan dan menyadari bahwa ini dilihat seluruh rakyat indonesia benar secara sadar melakukan penghinaan intelektualitas,bukti negara gagal melindungi hak warga tidak mendengarkan menyadari dilihat rakyat indonesia benar sadar melakukan penghinaan intelektualitas,0
@aliyogas9126,"Gimana adek2?? Kebenaran kalian yg sangat nyata sj bs dimanipulasi, apalagi hak suara kalian nanti di pemilu yg rahasia??!!",0,6 jam yang lalu (diedit),0,0,123,gimana adek kebenaran kalian yg sangat nyata sj bs dimanipulasi apalagi hak suara kalian nanti di pemilu yg rahasia,bagaimana adek kebenaran kalian yang sangat nyata saja bisa dimanipulasi apalagi hak suara kalian nanti di pemilu yang rahasia,bagaimana adek kebenaran sangat nyata dimanipulasi hak suara pemilu rahasia,1
@R.A.N.O.M.A.L.I,"Make ni juri,udah salah gak mau salah, apakah ini sikap seorang juri? Mending ganti juri kalau gak mau nerima opini orang lain, itu mc mending kalo mau njilat jangan keliatan,",0,2 jam yang lalu (diedit),0,0,175,make ni juri udah salah gak mau salah apakah ini sikap seorang juri mending ganti juri kalau gak mau nerima opini orang lain itu mc mending kalo mau njilat jangan keliatan,memakai nih juri sudah salah tidak mau salah apakah ini sikap seorang juri mending ganti juri kalau tidak mau menerima opini orang lain itu mc mending kalau mau njilat jangan kelihatan,memakai juri salah tidak salah sikap seorang juri mending ganti juri tidak menerima opini mc mending njilat jangan kelihatan,0
@sekilasmata904,"NIH TAK KASIH NILAI YANG BENAR. 
1. JURI TIDAK KOMPETEN
2. HOST TIDAK KOMPETEN",0,1 jam yang lalu,0,0,80,nih tak kasih nilai yang benar juri tidak kompeten host tidak kompeten,nih tak kasih nilai yang benar juri tidak kompeten host tidak kompeten,tak kasih nilai benar juri tidak kompeten host tidak kompeten,0
@AhmadAbdillah-o7q,Gimana sih jdi dewan juri 🙄🙄🙄🙄🙄,0,2 jam yang lalu,0,0,31,gimana sih jdi dewan juri,bagaimana sih jadi dewan juri,bagaimana dewan juri,0
@D2n0804,"Jika memang tidak dpt direvisi di diskualifikasi kan aja perwakilan dari kalbar agar ada keadilan 😡😡, juri dan mc nya budek..",0,6 jam yang lalu,0,0,125,jika memang tidak dpt direvisi di diskualifikasi kan aja perwakilan dari kalbar agar ada keadilan juri dan mc nya budek,jika memang tidak dapat direvisi di diskualifikasi kan saja perwakilan dari kalbar agar ada keadilan juri dan mc ya budek,tidak direvisi diskualifikasi perwakilan kalbar keadilan juri mc budek,0
@syaifulanif,"Juri sangat-sangat bobrok. 
Juri bisa curang ya? 

Juri telah menjadikan Cerdas Cermat ini, sebagai 

Cerdas cermat "" Majelis Pembodohan Rakyat (MPR)""",1,32 menit yang lalu,1,0,155,juri sangat sangat bobrok juri bisa curang ya juri telah menjadikan cerdas cermat ini sebagai cerdas cermat majelis pembodohan rakyat mpr,juri sangat sangat bobrok juri bisa curang ya juri telah menjadikan cerdas cermat ini sebagai cerdas cermat majelis pembodohan rakyat mpr,juri sangat sangat bobrok juri curang juri menjadikan cerdas cermat cerdas cermat majelis pembodohan rakyat mpr,0
@AndraHendika23,NAMA ACARA CERDAS CERMAT SEDANGKAN JURINYA DONGO TAU JAWABAN SAMA SATUNYA SALAH SATUNYA BENAR,0,2 jam yang lalu,0,0,93,nama acara cerdas cermat sedangkan jurinya dongo tau jawaban sama satunya salah satunya benar,nama acara cerdas cermat sedangkan jurinya dongo tau jawaban sama satunya salah satunya benar,nama acara cerdas cermat jurinya dongo tau jawaban satunya salah satunya benar,0
@csa4148,TANDAIN TUH MUKA,0,4 jam yang lalu,0,0,16,tandain tuh muka,tandain tuh muka,tandain muka,1
@derbyputra,Kalah karena gak ngasih 🤑💸💵💴💶💰💳,0,5 jam yang lalu,0,0,31,kalah karena gak ngasih,kalah karena tidak mengasih,kalah tidak mengasih,1
@Odajima_Yuken009,"Ingat Kata Suharto "" JAMAN KU MODEL GINI, BESOK GAK LIHAT MATAHARI """,0,4 jam yang lalu,0,0,68,ingat kata suharto jaman ku model gini besok gak lihat matahari,ingat kata suharto jaman ku model begini besok tidak lihat matahari,ingat kata suharto jaman ku model besok tidak lihat matahari,1
@GretaHerwidana,"Juri tak becus, ada yang komplain malah gak terima, tanda tanda mau jadi pejabat",0,6 jam yang lalu,0,0,80,juri tak becus ada yang komplain malah gak terima tanda tanda mau jadi pejabat,juri tak becus ada yang komplain malah tidak terima tanda tanda mau jadi pejabat,juri tak becus komplain malah tidak terima tanda tanda pejabat,0
@moeru3039,"gimana indonesia mau maju ,sekelas lomba cerdas cermat saja sudah di stop sama juri yang katanya KOMPETEN",0,5 jam yang lalu,0,0,105,gimana indonesia mau maju sekelas lomba cerdas cermat saja sudah di stop sama juri yang katanya kompeten,bagaimana indonesia mau maju sekelas lomba cerdas cermat saja sudah di stop sama juri yang katanya kompeten,bagaimana indonesia maju sekelas lomba cerdas cermat stop juri katanya kompeten,0
@Hans_129,Gini yg katanya mau mencerdaskan bangsa? 😂,0,2 jam yang lalu,0,0,42,gini yg katanya mau mencerdaskan bangsa,begini yang katanya mau mencerdaskan bangsa,katanya mencerdaskan bangsa,1
@Rifkihaaa-u2z,Udah ga adil itu,0,1 jam yang lalu,0,0,16,udah ga adil itu,sudah tidak adil itu,tidak adil,0
@FaeyzhaMahardika,"Dimana keadilan nya! Fungsi juri nya apa bahaya juri yang kek gini 
Seolah olah berkuasa viralin yang kek gini di selenggarakan oleh MPR Lo bahaya bahaya jurinya 👎🏻👎🏻🦻🏻🦻🏻",0,40 menit yang lalu,0,0,171,dimana keadilan nya fungsi juri nya apa bahaya juri yang kek gini seolah olah berkuasa viralin yang kek gini di selenggarakan oleh mpr lo bahaya bahaya jurinya,dimana keadilan ya fungsi juri ya apa bahaya juri yang kayak begini seolah olah berkuasa viralin yang kayak begini di selenggarakan oleh mpr lo bahaya bahaya jurinya,keadilan fungsi juri bahaya juri olah berkuasa viralin selenggarakan mpr lo bahaya bahaya jurinya,0
@Non-c6k,"anda di MPR digaji oleh kami rakyat2 RI..gak rela klo mereka masih bekerja disitu dgn congkaknya ..bisa bahaya negara ini...hancur martabat...TIDAK MAUENGKOREKSI LANGSUNG...APALAGI TIDAK MAU MINTA MAAF...PECCAAATTT JURI,MODERATOR SEMUA YG BERBICARA: - 5,artikulasi dan moderator EGOIS..TIDAK PATUT DISINI..., YG TIDAK PERLU MENJADI PENILAI...INIKAN 1+1=2 BUKAN 1+1 = semuanya ? Pembawa acara gak becus..jangan biarkan memandu acara lgi 3 bgaian itu @Prabowo @ketuamprri",1,6 jam yang lalu (diedit),1,0,469,anda di mpr digaji oleh kami rakyat ri gak rela klo mereka masih bekerja disitu dgn congkaknya bisa bahaya negara ini hancur martabat tidak mauengkoreksi langsung apalagi tidak mau minta maaf peccaaattt juri moderator semua yg berbicara artikulasi dan moderator egois tidak patut disini yg tidak perlu menjadi penilai inikan bukan semuanya pembawa acara gak becus jangan biarkan memandu acara lgi bgaian itu,anda di mpr digaji oleh kami rakyat ri tidak rela kalau mereka masih bekerja disitu dengan congkaknya bisa bahaya negara ini hancur martabat tidak mauengkoreksi langsung apalagi tidak mau meminta maaf peccat juri moderator semua yang berbicara artikulasi dan moderator egois tidak patut disini yang tidak perlu menjadi penilai inikan bukan semuanya pembawa acara tidak becus jangan biarkan memandu acara lagi bgaian itu,mpr digaji rakyat ri tidak rela bekerja disitu congkaknya bahaya negara hancur martabat tidak mauengkoreksi langsung tidak meminta maaf peccat juri moderator berbicara artikulasi moderator egois tidak patut tidak perlu menjadi penilai inikan bukan semuanya pembawa acara tidak becus jangan biarkan memandu acara bgaian,0
@Khayla_Jas,"Cerdas cermat judulnya..!?!...🤨🤔, Tetapi kalian (oknum) yg katanya ""JURI"" sgt memalukan telah mempertontonkan KEANGKUHAN + KEBODOHAN di depan para penerus bangsa.🤬👺😈",1,4 jam yang lalu (diedit),1,0,165,cerdas cermat judulnya tetapi kalian oknum yg katanya juri sgt memalukan telah mempertontonkan keangkuhan kebodohan di depan para penerus bangsa,cerdas cermat judulnya tetapi kalian oknum yang katanya juri sangat memalukan telah mempertontonkan keangkuhan kebodohan di depan para penerus bangsa,cerdas cermat judulnya oknum katanya juri sangat memalukan mempertontonkan keangkuhan kebodohan depan penerus bangsa,0
@erickflushhhh,dewan juri cerdas cermat tapi kok gak cermat payaaah,0,2 jam yang lalu,0,0,52,dewan juri cerdas cermat tapi kok gak cermat payaaah,dewan juri cerdas cermat tapi kok tidak cermat payah,dewan juri cerdas cermat tidak cermat payah,0
@Move_it_now,Pecat tuh jurinya,0,1 jam yang lalu,0,0,17,pecat tuh jurinya,pecat tuh jurinya,pecat jurinya,0
@Freyyxgun,Pler,0,5 jam yang lalu,0,0,4,pler,pler,pler,1
@JAVA2WHEELS,Juri Kompeten???..MC mabok kecubung kah?,0,33 menit yang lalu,0,0,40,juri kompeten mc mabok kecubung kah,juri kompeten mc mabok kecubung kah,juri kompeten mc mabok kecubung,0
@sugalindeso9822,"Pantasss Indonesia gk maju""..
 dri jmn sekolah ketika mau bersuara tentang keadilan udh diskriminasi .!!",0,1 jam yang lalu,0,0,105,pantasss indonesia gk maju dri jmn sekolah ketika mau bersuara tentang keadilan udh diskriminasi,pantas indonesia tidak maju dari jmn sekolah ketika mau bersuara tentang keadilan sudah diskriminasi,pantas indonesia tidak maju jmn sekolah bersuara keadilan diskriminasi,1
@Fathir_FIFA.,Percuma cerdas cermat tingkat provinsi tapi jurinya kayak tingkat RT percuma diadain begitu udh jurinya gk mau salah dan gk ngerti bahasa.itu jujur kyk juri dari tingkat RT tapi sekelas tingkat RT pun kyknya gk bakal begitu dan mcnya jg kyk sekolah membela juri dan seolah juri adalah penguasa ruangan,0,2 jam yang lalu,0,0,301,percuma cerdas cermat tingkat provinsi tapi jurinya kayak tingkat rt percuma diadain begitu udh jurinya gk mau salah dan gk ngerti bahasa itu jujur kyk juri dari tingkat rt tapi sekelas tingkat rt pun kyknya gk bakal begitu dan mcnya jg kyk sekolah membela juri dan seolah juri adalah penguasa ruangan,percuma cerdas cermat tingkat provinsi tapi jurinya kayak tingkat rt percuma diadain begitu sudah jurinya tidak mau salah dan tidak mengerti bahasa itu jujur kayak juri dari tingkat rt tapi sekelas tingkat rt pun kayaknya tidak bakal begitu dan mcnya juga kayak sekolah membela juri dan seolah juri adalah penguasa ruangan,percuma cerdas cermat tingkat provinsi jurinya tingkat rt percuma diadain jurinya tidak salah tidak mengerti bahasa jujur juri tingkat rt sekelas tingkat rt tidak bakal mcnya sekolah membela juri juri penguasa ruangan,0
@zaidanalfarezky6324,Dewan juri ama penonton ini budeg semua padahal c2 jawab duluan tapi dapet nilai dikit Dewan juri ama juri kocak banget😤😤,0,4 jam yang lalu,0,0,121,dewan juri ama penonton ini budeg semua padahal c jawab duluan tapi dapet nilai dikit dewan juri ama juri kocak banget,dewan juri sama penonton ini budeg semua padahal sih jawab duluan tapi dapat nilai dikit dewan juri sama juri kocak banget,dewan juri penonton budeg padahal jawab duluan nilai dikit dewan juri juri kocak,0
@aldomedan4642,"Betul2 kkn ini juri,atau memang bodoh",0,2 jam yang lalu,0,0,37,betul kkn ini juri atau memang bodoh,betul kkn ini juri atau memang bodoh,betul kkn juri bodoh,0
@p3cintamotor526,Sudah hilang smngt mereka Krn juri yang tidak beres,0,14 menit yang lalu,0,0,51,sudah hilang smngt mereka krn juri yang tidak beres,sudah hilang smngt mereka karena juri yang tidak beres,hilang smngt juri tidak beres,0
@Jscallmehnata,Woi klarifikasi besar2an jurinya. Cepat.,0,3 jam yang lalu,0,0,40,woi klarifikasi besar an jurinya cepat,woi klarifikasi besar an jurinya cepat,klarifikasi besar an jurinya cepat,0
@DiraKurnia-k9l,"kacau lomba cerdas cermat tapi panitia dan juri tidak cerdas dan cermat, RIP KEADILAN RI 🙏🏻",0,5 jam yang lalu,0,0,91,kacau lomba cerdas cermat tapi panitia dan juri tidak cerdas dan cermat rip keadilan ri,kacau lomba cerdas cermat tapi panitia dan juri tidak cerdas dan cermat rip keadilan ri,kacau lomba cerdas cermat panitia juri tidak cerdas cermat rip keadilan ri,0
@muhammadnoval5206,mc nya ga netral😂,0,2 jam yang lalu,0,0,17,mc nya ga netral,mc ya tidak netral,mc tidak netral,0
@akmusikofficial,Jurinya  parah si....😮‍💨😮‍💨😮‍💨 kalau dia salahkan orangnya tidak jelas pengucapanya karena R nya itu kurang jelas kan sama dengan kekuranganya ( bulyin ngka si tu dr juri) bukan karena jawabanya yg salah loh,0,6 jam yang lalu,0,0,207,jurinya parah si kalau dia salahkan orangnya tidak jelas pengucapanya karena r nya itu kurang jelas kan sama dengan kekuranganya bulyin ngka si tu dr juri bukan karena jawabanya yg salah loh,jurinya parah sih kalau dia salahkan orangnya tidak jelas pengucapanya karena r ya itu kurang jelas kan sama dengan kekuranganya bulyin ngka sih itu dari juri bukan karena jawabanya yang salah loh,jurinya parah salahkan orangnya tidak jelas pengucapanya r kurang jelas kekuranganya bulyin ngka juri bukan jawabanya salah,0
@Liizapujia,Muhasabah diri ente blok,0,33 menit yang lalu,0,0,24,muhasabah diri ente blok,muhasabah diri ente blok,muhasabah diri ente blok,1
@RenaldiPutra-bv1fu,Bikin malu aja title mu bos,0,4 jam yang lalu,0,0,27,bikin malu aja title mu bos,bikin malu saja title mu bos,bikin malu title mu bos,0
@RafaelArdistiano,Juri longor😂,0,3 jam yang lalu,0,0,12,juri longor,juri longor,juri longor,0
@wijoyosapardiono9643,"Periksa ijazah jurinya nih asli ga tuh , sulit amat sih mendengar, apalagi memahami😤",0,2 jam yang lalu,0,0,84,periksa ijazah jurinya nih asli ga tuh sulit amat sih mendengar apalagi memahami,periksa ijazah jurinya nih asli tidak tuh sulit amat sih mendengar apalagi memahami,periksa ijazah jurinya asli tidak sulit mendengar memahami,0
@orangcupu666__,tidak sepakat,0,1 jam yang lalu,0,0,13,tidak sepakat,tidak sepakat,tidak sepakat,1
@Haha6140,Udh malu blm?,0,3 jam yang lalu,0,0,13,udh malu blm,sudah malu belum,malu,0
@The_jack_hanma,TIDAK BERKOMPETEN,0,2 jam yang lalu,0,0,17,tidak berkompeten,tidak berkompeten,tidak berkompeten,1
@Fad_purple_star,Lomba apaan kok bisa nilai -5 GK g adil😂,0,4 jam yang lalu,0,0,40,lomba apaan kok bisa nilai gk g adil,lomba apaan kok bisa nilai tidak tidak adil,lomba apaan nilai tidak tidak adil,0
@kembargaming8916,MALU GA SI??????????,0,3 jam yang lalu,0,0,20,malu ga si,malu tidak sih,malu tidak,0
@balfrado,"Buset....

Juri + MC = ?
🤦",0,5 jam yang lalu,0,0,29,buset juri mc,buset juri mc,buset juri mc,0
@xorizodewa,1:11:56 gw yang goblok aja denger,0,3 jam yang lalu,0,0,33,gw yang goblok aja denger,gue yang goblok saja dengar,gue goblok dengar,0
@kucingpersia2839,Jurinya klo gak BUDEG ya emang DONGO 😅 kok bisa jawaban sama yg satu -5 yg satu +10,0,1 jam yang lalu,0,0,83,jurinya klo gak budeg ya emang dongo kok bisa jawaban sama yg satu yg satu,jurinya kalau tidak budeg ya memang dongo kok bisa jawaban sama yang satu yang satu,jurinya tidak budeg dongo jawaban satu satu,0
@andikwidianto1034,"Sungguh memalukan, juri kayaknya perlu di periksakan di THT.",0,3 jam yang lalu,0,0,60,sungguh memalukan juri kayaknya perlu di periksakan di tht,sungguh memalukan juri kayaknya perlu di periksakan di tht,sungguh memalukan juri perlu periksakan tht,0
@IfahEbeth98,Ini namanya Lomba Cerdas (Siswa) Tidak Cermat (Juri). Pantas saja bangsa ini gak maju maju. Hedeeehg,0,1 jam yang lalu,0,0,100,ini namanya lomba cerdas siswa tidak cermat juri pantas saja bangsa ini gak maju maju hedeeehg,ini namanya lomba cerdas siswa tidak cermat juri pantas saja bangsa ini tidak maju maju hedehg,namanya lomba cerdas siswa tidak cermat juri pantas bangsa tidak maju maju hedehg,0
@komarudin7539,"Apa yg cerdas cermat 
🤣 Yg cerdas di salah salahin",0,1 jam yang lalu,0,0,51,apa yg cerdas cermat yg cerdas di salah salahin,apa yang cerdas cermat yang cerdas di salah salahkan,cerdas cermat cerdas salah salahkan,1
@ShahrulDanish-x3o,Woy aku orang Malaysia tapi saya kecewa sama Indonesia juri yang ragu_ragu,0,1 jam yang lalu,0,0,74,woy aku orang malaysia tapi saya kecewa sama indonesia juri yang ragu ragu,woy aku orang malaysia tapi saya kecewa sama indonesia juri yang ragu ragu,woy aku malaysia kecewa indonesia juri ragu ragu,0
@jinchuurikishinobi,pecat kedua dewan juri dari jabatan karirnya di MPR gak elok orang seperti itu menjabat jabatan di MPR,0,1 jam yang lalu,0,0,102,pecat kedua dewan juri dari jabatan karirnya di mpr gak elok orang seperti itu menjabat jabatan di mpr,pecat kedua dewan juri dari jabatan karirnya di mpr tidak elok orang seperti itu menjabat jabatan di mpr,pecat kedua dewan juri jabatan karirnya mpr tidak elok menjabat jabatan mpr,0
@FadazMada,"Lomba cerdas cermat, tp jurinya tidak cerdas dan cermat",0,4 jam yang lalu,0,0,55,lomba cerdas cermat tp jurinya tidak cerdas dan cermat,lomba cerdas cermat tapi jurinya tidak cerdas dan cermat,lomba cerdas cermat jurinya tidak cerdas cermat,0
@AhmadGibran-v6k,1:13:03 artikulasi² jurinya sendiri yang budeg woilah😹,0,1 jam yang lalu (diedit),0,0,54,artikulasi jurinya sendiri yang budeg woilah,artikulasi jurinya sendiri yang budeg woilah,artikulasi jurinya budeg woilah,0
@OverlordEmpires,kan baru juga dibilang mereka diincar oleh Tentara Netizen Indonesia atau singkatnya TNI😅😅😅btw kenapa kok tni🗿🗿🗿,0,3 jam yang lalu,0,0,112,kan baru juga dibilang mereka diincar oleh tentara netizen indonesia atau singkatnya tni btw kenapa kok tni,kan baru juga dibilang mereka diincar oleh tentara netizen indonesia atau singkatnya tni btw kenapa kok tni,baru dibilang diincar tentara netizen indonesia singkatnya tni btw tni,1
@josan5522,coba periksa ijazah nya juri itu asli gak...gw ragu sih jangan2 ijazah pasar pramuka juga,0,5 jam yang lalu (diedit),0,0,89,coba periksa ijazah nya juri itu asli gak gw ragu sih jangan ijazah pasar pramuka juga,coba periksa ijazah ya juri itu asli tidak gue ragu sih jangan ijazah pasar pramuka juga,coba periksa ijazah juri asli tidak gue ragu jangan ijazah pasar pramuka,0
@gvsakgvsakk,miris bgt jir di indo ni,0,6 jam yang lalu,0,0,24,miris bgt jir di indo ni,miris banget jir di indonesia nih,miris jir indonesia,1
@badanpengamatjumpscare5038,"""KOMPETEN DAN TELITI"" katanya JEMBOOOTTT JAWABAN SEJELAS ITU AJA KAGA KEDENGERAN EMANG DASARNYA BUDEG AJA",0,1 menit yang lalu,0,0,105,kompeten dan teliti katanya jembooottt jawaban sejelas itu aja kaga kedengeran emang dasarnya budeg aja,kompeten dan teliti katanya jembot jawaban sejelas itu saja kagak kedengaran memang dasarnya budeg saja,kompeten teliti katanya jembot jawaban sejelas kagak kedengaran dasarnya budeg,0
@shinn3977,"liat video yg lain cuman dapet 4k-6k views dan cuma ini yg dapet 78k views gegara juri2 yg katanya ber-""KOMPETEN"" .... wkwk ... 
ayolahhh ... lomba yg transparan gini aja di masih aja di curangin, gimana yg lain yg nggak kliatan ... 😝",0,2 jam yang lalu,0,0,235,liat video yg lain cuman dapet k k views dan cuma ini yg dapet k views gegara juri yg katanya ber kompeten wkwk ayolahhh lomba yg transparan gini aja di masih aja di curangin gimana yg lain yg nggak kliatan,lihat video yang lain cuman dapat ke ke views dan cuma ini yang dapat ke views gegara juri yang katanya ber kompeten wkwk ayolah lomba yang transparan begini saja di masih saja di curangin bagaimana yang lain yang tidak kelihatan,lihat video views views gegara juri katanya ber kompeten ayolah lomba transparan curangin bagaimana tidak kelihatan,0
@bernadettadewi3774,"Tolong untuk nama lomba diganti cerdas cermat dan artikulasi! Memalukan, dan pertanyaan saya gak bisa ya, recording diputar ulang saat ada protes keberatan? Minta maaf secara formal dong jurinya!",0,5 jam yang lalu (diedit),0,0,195,tolong untuk nama lomba diganti cerdas cermat dan artikulasi memalukan dan pertanyaan saya gak bisa ya recording diputar ulang saat ada protes keberatan minta maaf secara formal dong jurinya,tolong untuk nama lomba diganti cerdas cermat dan artikulasi memalukan dan pertanyaan saya tidak bisa ya recording diputar ulang saat ada protes keberatan meminta maaf secara formal dong jurinya,nama lomba diganti cerdas cermat artikulasi memalukan pertanyaan tidak recording diputar ulang protes keberatan meminta maaf formal jurinya,0
@yohankur73,"Pemimpin kok ga memberi contoh yang baik, kalau salah MENGAKU aja salah dan MEMOHON MAAF. Jangan ajari generasi bangsa dengan KEBOHONAN dan KEMUNAFIKAN. Salah itu wajar, namanya juga manusia. Kenapa juri tidak buka rekaman pada waktu itu, gitu aja kok repot. Wakil Rakyat BIKIN MALU rakyat aja.",0,2 jam yang lalu,0,0,294,pemimpin kok ga memberi contoh yang baik kalau salah mengaku aja salah dan memohon maaf jangan ajari generasi bangsa dengan kebohonan dan kemunafikan salah itu wajar namanya juga manusia kenapa juri tidak buka rekaman pada waktu itu gitu aja kok repot wakil rakyat bikin malu rakyat aja,pemimpin kok tidak memberi contoh yang baik kalau salah mengaku saja salah dan memohon maaf jangan ajari generasi bangsa dengan kebohonan dan kemunafikan salah itu wajar namanya juga manusia kenapa juri tidak buka rekaman pada waktu itu begitu saja kok repot wakil rakyat bikin malu rakyat saja,pemimpin tidak memberi contoh baik salah mengaku salah memohon maaf jangan ajari generasi bangsa kebohonan kemunafikan salah wajar namanya manusia juri tidak buka rekaman waktu repot wakil rakyat bikin malu rakyat,0
@nzwaa-n2l,"gua yg goblok aja denger kalo itu benar, periksa sna telinga 😂",0,3 jam yang lalu,0,0,62,gua yg goblok aja denger kalo itu benar periksa sna telinga,gua yang goblok saja dengar kalau itu benar periksa sana telinga,gua goblok dengar benar periksa sana telinga,0
@AlGifari-l6q,"belum mulai kerja aja duit nya udah cair, apalagi udah selesai yaa kerja nya pak, ntar itu duit ada baiknya dipake berobat ya pak yaa siapa tau telinga anda bermasalah dalam mendengar atau mungkin otak anda sendiri bermasalah sampai gabisa mikir?",0,5 jam yang lalu,0,0,246,belum mulai kerja aja duit nya udah cair apalagi udah selesai yaa kerja nya pak ntar itu duit ada baiknya dipake berobat ya pak yaa siapa tau telinga anda bermasalah dalam mendengar atau mungkin otak anda sendiri bermasalah sampai gabisa mikir,belum mulai kerja saja duit ya sudah cair apalagi sudah selesai ya kerja ya pak entar itu duit ada baiknya dipakai berobat ya pak ya siapa tau telinga anda bermasalah dalam mendengar atau mungkin otak anda sendiri bermasalah sampai tidak bisa mikir,mulai kerja duit cair selesai kerja pak entar duit baiknya dipakai berobat pak tau telinga bermasalah mendengar otak bermasalah tidak mikir,0
@qamaruddien7356,Kualitas lomba nya minus 5,0,5 jam yang lalu,0,0,26,kualitas lomba nya minus,kualitas lomba ya minus,kualitas lomba minus,0
@iwanagustinus9041,"dibahas tentang mental pendidikan..
tpi ini menjatuhkan mental siswa..
kan bisa di cek VAR.. atau host lebih tegas lagi..
seharusnya lebih teliti dan adil.. 
nggak ada guna nya klo di buat acara ini klo masih menjatuhkan mental..
acara MPR ini bagi saya 👍
dewan juri 👎",0,1 jam yang lalu,0,0,274,dibahas tentang mental pendidikan tpi ini menjatuhkan mental siswa kan bisa di cek var atau host lebih tegas lagi seharusnya lebih teliti dan adil nggak ada guna nya klo di buat acara ini klo masih menjatuhkan mental acara mpr ini bagi saya dewan juri,dibahas tentang mental pendidikan tapi ini menjatuhkan mental siswa kan bisa di cek var atau host lebih tegas lagi seharusnya lebih teliti dan adil tidak ada guna ya kalau di buat acara ini kalau masih menjatuhkan mental acara mpr ini bagi saya dewan juri,dibahas mental pendidikan menjatuhkan mental siswa cek var host lebih tegas lebih teliti adil tidak buat acara menjatuhkan mental acara mpr dewan juri,0
@bayurizkhi6110,"Lomba cerdas cermat, tapi juri nya tidak cerdas, dan juga tidak cermat",0,4 jam yang lalu,0,0,70,lomba cerdas cermat tapi juri nya tidak cerdas dan juga tidak cermat,lomba cerdas cermat tapi juri ya tidak cerdas dan juga tidak cermat,lomba cerdas cermat juri tidak cerdas tidak cermat,0
@kafka_knz,miris,0,2 jam yang lalu,0,0,5,miris,miris,miris,1
@sabriliakapka,Ngk adil,0,5 jam yang lalu,0,0,8,ngk adil,tidak adil,tidak adil,0
@bertonhutasoit9199,juri kok kayak ini,0,2 jam yang lalu,0,0,18,juri kok kayak ini,juri kok kayak ini,juri,0
@drmnmln,"anj kesel juga sama peserta yg grup B ga jujur, malah lambai"" tangan bilang gada ngomong dpd. ga juri ga mc tot smua",0,2 jam yang lalu,0,0,116,anj kesel juga sama peserta yg grup b ga jujur malah lambai tangan bilang gada ngomong dpd ga juri ga mc tot smua,anjing kesel juga sama peserta yang grup b tidak jujur malah lambai tangan bilang tidak ada mengomong dpd tidak juri tidak mc entot semua,anjing kesel peserta grup b tidak jujur malah lambai tangan bilang tidak mengomong dpd tidak juri tidak mc entot,0
@sholikhahidaya5504,"PECAT JURINYA ... BUKAN HANYA DINONAKTIFKAN !!!
SURUH JUGA ITU JURI & MC MINTA MAAF DI DEPAN PUBLIK, TERMASUK DI DEPAN PIHAK GRUP C YANG DICURANGI !!!",0,1 jam yang lalu,0,0,151,pecat jurinya bukan hanya dinonaktifkan suruh juga itu juri mc minta maaf di depan publik termasuk di depan pihak grup c yang dicurangi,pecat jurinya bukan hanya dinonaktifkan suruh juga itu juri mc meminta maaf di depan publik termasuk di depan pihak grup sih yang dicurangi,pecat jurinya bukan dinonaktifkan suruh juri mc meminta maaf depan publik termasuk depan pihak grup dicurangi,0
@lusiana.5401,"aku dateng hanya untuk mendislike, hahaha dpr sipaling ""mungkin perasaan adik adik saja""",0,1 jam yang lalu,0,0,88,aku dateng hanya untuk mendislike hahaha dpr sipaling mungkin perasaan adik adik saja,aku datang hanya untuk mendislike hahaha dpr sipaling mungkin perasaan adik adik saja,aku datang mendislike hahaha dpr sipaling perasaan adik adik,1
@HaiiCiip,"RASANYA PERMINTAAN MAAF SAJA TIDAK CUKUP, ANDA JURI DAN MC SUDAH MENGHANCURKAN MENTAL ANAK BANGSA, DAN MEMBUAT CEDERA AKAN KECERDASAN MEREKA !!!! BLACKLIST JURI DAN MC UNTUK ACARA INI DI TAHUN BERIKUTNYA !!!",0,5 jam yang lalu,0,0,207,rasanya permintaan maaf saja tidak cukup anda juri dan mc sudah menghancurkan mental anak bangsa dan membuat cedera akan kecerdasan mereka blacklist juri dan mc untuk acara ini di tahun berikutnya,rasanya permintaan maaf saja tidak cukup anda juri dan mc sudah menghancurkan mental anak bangsa dan membuat cedera akan kecerdasan mereka blacklist juri dan mc untuk acara ini di tahun berikutnya,rasanya permintaan maaf tidak cukup juri mc menghancurkan mental anak bangsa membuat cedera kecerdasan blacklist juri mc acara tahun berikutnya,0
@prof.hohokehokehe,Pecat!!!,0,4 jam yang lalu,0,0,8,pecat,pecat,pecat,1
